time(s),joint1,joint2,joint3,joint4,joint5,joint6,joint7,wheel_joint_left,wheel_joint_right
11.146,-0.308026,0.117575,-2.63334e-06,-1.20392e-05,-0.269741,-1.32838e-08,-0.174877,2.6331e-06,3.7545e-06
11.166,-0.318026,0.127577,-2.87622e-06,-1.13596e-05,-0.26972,-1.2674e-08,-0.174898,2.63769e-06,3.7612e-06
11.186,-0.328026,0.127953,-2.79759e-06,-1.28175e-05,-0.269586,-1.41382e-08,-0.175032,2.64253e-06,3.76786e-06
11.206,-0.338026,0.127957,-2.8624e-06,-1.1365e-05,-0.269565,-1.26686e-08,-0.175052,2.6471e-06,3.77455e-06
11.226,-0.348026,0.127957,-2.82588e-06,-1.14929e-05,-0.269565,-1.27417e-08,-0.175052,2.65193e-06,3.78111e-06
11.246,-0.356421,0.127956,-2.75801e-06,-1.27756e-05,-0.269565,-1.4069e-08,-0.175052,2.65679e-06,3.78779e-06
11.266,-0.356421,0.127956,-2.61475e-06,-1.21363e-05,-0.269565,-1.33633e-08,-0.175052,2.6616e-06,3.79436e-06
11.286,-0.356421,0.127957,-2.81012e-06,-1.14371e-05,-0.269565,-1.26741e-08,-0.175052,2.6662e-06,3.80107e-06
11.306,-0.356421,0.127957,-2.81846e-06,-1.15187e-05,-0.269565,-1.27626e-08,-0.175052,2.67104e-06,3.80765e-06
11.326,-0.356421,0.127956,-2.75458e-06,-1.27685e-05,-0.269565,-1.40588e-08,-0.175052,2.6759e-06,3.81434e-06
11.346,-0.356421,0.127957,-2.81314e-06,-1.1449e-05,-0.269565,-1.26873e-08,-0.175052,2.6805e-06,3.82105e-06
11.366,-0.356421,0.127957,-2.84944e-06,-1.13334e-05,-0.269565,-1.26269e-08,-0.175052,2.68513e-06,3.82787e-06
11.386,-0.356421,0.127956,-2.75974e-06,-1.27864e-05,-0.269565,-1.40818e-08,-0.175052,2.68999e-06,3.83456e-06
11.406,-0.356421,0.127956,-2.58792e-06,-1.20664e-05,-0.269565,-1.32796e-08,-0.175052,2.6948e-06,3.8411e-06
11.426,-0.356419,0.127955,-2.59375e-06,-1.20784e-05,-0.269563,-1.32943e-08,-0.175051,2.69963e-06,3.84768e-06
11.446,-0.354601,0.127302,-2.59444e-06,-1.20755e-05,-0.268188,-1.32907e-08,-0.174158,2.70446e-06,3.85425e-06
11.466,-0.348635,0.125161,-2.59071e-06,-1.20483e-05,-0.263676,-1.32594e-08,-0.171228,2.70928e-06,3.86081e-06
11.486,-0.342204,0.122852,-2.76788e-06,-1.27529e-05,-0.258812,-1.40453e-08,-0.16807,2.71392e-06,3.86764e-06
11.506,-0.337012,0.12099,-2.86358e-06,-1.1355e-05,-0.254886,-1.26544e-08,-0.16552,2.71849e-06,3.87433e-06
11.526,-0.327104,0.114089,-2.79007e-06,-1.27695e-05,-0.245377,-1.40662e-08,-0.155962,2.72332e-06,3.88098e-06
11.546,-0.317104,0.104091,-2.85671e-06,-1.14351e-05,-0.235377,-1.26704e-08,-0.137733,2.72788e-06,3.88764e-06
11.566,-0.307104,0.0940907,-2.87798e-06,-1.15008e-05,-0.225377,-1.27303e-08,-0.120939,2.73266e-06,3.89417e-06
11.586,-0.297104,0.0840906,-2.89838e-06,-1.15466e-05,-0.215377,-1.27724e-08,-0.106402,2.73743e-06,3.90069e-06
11.606,-0.287104,0.0740907,-2.94392e-06,-1.13209e-05,-0.205377,-1.25821e-08,-0.0855531,2.74197e-06,3.90742e-06
11.626,-0.277104,0.0640907,-2.96065e-06,-1.13162e-05,-0.195377,-1.25579e-08,-0.0610011,2.74649e-06,3.91414e-06
11.646,-0.267104,0.0540892,-2.73588e-06,-1.19921e-05,-0.185377,-1.31262e-08,-0.038585,2.75122e-06,3.92071e-06
11.666,-0.257104,0.0440892,-2.77577e-06,-1.21195e-05,-0.175377,-1.3243e-08,-0.0194031,2.75594e-06,3.92719e-06
11.686,-0.247104,0.0340891,-2.91135e-06,-1.26974e-05,-0.165377,-1.38762e-08,-0.0116504,2.76042e-06,3.93388e-06
11.706,-0.237104,0.0240892,-2.79005e-06,-1.20788e-05,-0.155377,-1.31847e-08,-0.00867384,2.76509e-06,3.9403e-06
11.726,-0.227104,0.0140892,-2.82484e-06,-1.21137e-05,-0.145377,-1.32199e-08,-0.000842577,2.76977e-06,3.94675e-06
11.746,-0.217104,0.00409072,-3.04042e-06,-1.12955e-05,-0.135377,-1.24806e-08,0.00409511,2.77418e-06,3.95331e-06
11.766,-0.207104,-0.00157968,-3.01595e-06,-1.14309e-05,-0.125377,-1.25562e-08,0.00216403,2.77885e-06,3.95971e-06
11.786,-0.197103,0.0001269,-3.4504e-06,-1.33437e-05,-0.115376,-1.46072e-08,-0.000173431,2.78356e-06,3.96666e-06
11.806,-0.187104,-6.31946e-06,-2.97837e-06,-1.18944e-05,-0.105377,-1.29856e-08,-6.00843e-09,2.78798e-06,3.97289e-06
11.826,-0.177104,8.72184e-06,-3.02871e-06,-1.13657e-05,-0.0953766,-1.24792e-08,-5.36219e-09,2.79245e-06,3.97948e-06
11.846,-0.167104,8.81177e-06,-3.04238e-06,-1.14452e-05,-0.0853766,-1.25528e-08,-5.02785e-09,2.79711e-06,3.98588e-06
11.866,-0.157104,8.80142e-06,-3.05442e-06,-1.14899e-05,-0.0753766,-1.25919e-08,-4.72175e-09,2.80176e-06,3.99228e-06
11.886,-0.147104,8.13759e-06,-3.05898e-06,-1.27821e-05,-0.0653766,-1.39189e-08,-4.49457e-09,2.80643e-06,3.99882e-06
11.906,-0.137104,-6.1259e-06,-2.86728e-06,-1.19909e-05,-0.0553766,-1.30301e-08,-4.15351e-09,2.81103e-06,4.00519e-06
11.926,-0.127104,-6.09829e-06,-2.86859e-06,-1.19973e-05,-0.0453766,-1.30212e-08,-3.96651e-09,2.81566e-06,4.01156e-06
11.946,-0.117104,-6.28521e-06,-3.10639e-06,-1.12684e-05,-0.0353766,-1.23915e-08,-3.9296e-09,2.82004e-06,4.01808e-06
11.966,-0.107104,-6.1439e-06,-2.87956e-06,-1.19148e-05,-0.0253766,-1.29219e-08,-3.70532e-09,2.82466e-06,4.02454e-06
11.986,-0.0971035,-6.26822e-06,-3.11791e-06,-1.12604e-05,-0.0153766,-1.23613e-08,-3.74773e-09,2.82905e-06,4.03105e-06
12.006,-0.0871035,8.72727e-06,-3.08442e-06,-1.1384e-05,-0.00537658,-1.24155e-08,-3.63245e-09,2.83367e-06,4.03741e-06
12.026,-0.0771035,8.7163e-06,-3.09533e-06,-1.14286e-05,-1.32083e-06,-1.24512e-08,-3.61788e-09,2.83829e-06,4.04378e-06
12.046,-0.0671035,8.70935e-06,-3.10731e-06,-1.14717e-05,1.75396e-06,-1.24917e-08,-3.62098e-09,2.84291e-06,4.05016e-06
12.066,-0.0571035,8.06694e-06,-3.11692e-06,-1.27573e-05,1.94869e-06,-1.38097e-08,-3.64185e-09,2.84757e-06,4.05669e-06
12.086,-0.0471035,-6.00132e-06,-2.89309e-06,-1.19062e-05,-1.56266e-06,-1.2859e-08,-3.53185e-09,2.85213e-06,4.063e-06
12.106,-0.0371035,-6.49723e-06,-3.58442e-06,-1.34135e-05,-1.4159e-06,-1.4556e-08,-3.6223e-09,2.85679e-06,4.06981e-06
12.126,-0.0271035,8.72514e-06,-3.21019e-06,-1.20372e-05,2.24523e-06,-1.30467e-08,-3.75315e-09,2.86117e-06,4.07611e-06
12.146,-0.0171035,-6.06439e-06,-2.9234e-06,-1.18768e-05,-1.55236e-06,-1.28262e-08,-3.52804e-09,2.86578e-06,4.0825e-06
12.166,-0.00710353,8.56798e-06,-3.11951e-06,-1.12883e-05,1.72968e-06,-1.22905e-08,-3.56244e-09,2.87016e-06,4.08899e-06
12.186,-1.52685e-07,8.83558e-06,-3.24994e-06,-1.08089e-05,1.6787e-06,-1.18022e-08,-3.61608e-09,2.87494e-06,4.09551e-06
12.206,-1.70291e-07,-6.02261e-06,-3.10429e-06,-1.14313e-05,1.72994e-06,-1.2375e-08,-3.53821e-09,2.88019e-06,4.1026e-06
12.226,-1.70099e-07,-5.94588e-06,-3.09221e-06,-1.14824e-05,1.73529e-06,-1.24153e-08,-3.54209e-09,2.8854e-06,4.10955e-06
12.246,-1.52207e-07,8.74135e-06,-3.30794e-06,-1.0803e-05,1.66634e-06,-1.17971e-08,-3.5946e-09,2.89039e-06,4.11664e-06
12.266,-1.56741e-07,-6.22494e-06,-3.34958e-06,-1.06796e-05,1.6877e-06,-1.17351e-08,-3.68874e-09,2.89541e-06,4.12385e-06
12.286,-1.52669e-07,8.84864e-06,-3.31653e-06,-1.08537e-05,1.67542e-06,-1.1848e-08,-3.61514e-09,2.90066e-06,4.13084e-06
12.306,-1.52731e-07,8.84561e-06,-3.32244e-06,-1.09028e-05,1.68301e-06,-1.18961e-08,-3.62471e-09,2.90592e-06,4.13784e-06
12.326,-1.97625e-07,6.67684e-06,-3.04806e-06,-1.06971e-05,1.75017e-06,-1.16835e-08,5.01682e-09,2.91142e-06,4.14516e-06
12.346,-1.96619e-07,-5.97801e-06,-3.12348e-06,-1.14882e-05,1.75264e-06,-1.24274e-08,5.1178e-09,2.91669e-06,4.15217e-06
12.366,-1.52228e-07,8.73568e-06,-3.29294e-06,-1.07456e-05,1.66436e-06,-1.17398e-08,4.81181e-09,2.92161e-06,4.15921e-06
12.386,-1.52631e-07,8.84403e-06,-3.31883e-06,-1.0878e-05,1.67873e-06,-1.18712e-08,4.85795e-09,2.92687e-06,4.1662e-06
12.406,-1.7698e-07,7.88066e-06,-3.27599e-06,-1.22115e-05,1.865e-06,-1.32194e-08,5.2971e-09,2.93217e-06,4.17333e-06
12.426,-1.52375e-07,8.74968e-06,-3.31207e-06,-1.08167e-05,1.66798e-06,-1.18127e-08,4.82038e-09,2.93714e-06,4.1804e-06
12.446,-1.7008e-07,-6.01716e-06,-3.0985e-06,-1.142e-05,1.72568e-06,-1.23721e-08,5.07844e-09,2.94238e-06,4.18747e-06
12.466,-1.70829e-07,-5.96392e-06,-3.10227e-06,-1.14725e-05,1.74117e-06,-1.24873e-08,5.11268e-09,2.94759e-06,4.19442e-06
12.486,-1.92942e-07,-6.49469e-06,-3.8417e-06,-1.31139e-05,2.11522e-06,-1.43945e-08,5.80716e-09,2.95287e-06,4.20185e-06
12.506,1.51877e-07,-6.37521e-06,-3.27017e-06,-1.12258e-05,-1.3863e-06,-1.24036e-08,5.14414e-09,2.95777e-06,4.20857e-06
12.526,1.52768e-07,8.75822e-06,-3.30745e-06,-1.06643e-05,-1.32294e-06,-1.19532e-08,4.82308e-09,2.9628e-06,4.2157e-06
12.546,1.52577e-07,7.51104e-06,-3.1054e-06,-1.11165e-05,-1.34307e-06,-1.24572e-08,-3.63601e-09,2.9682e-06,4.22286e-06
12.566,-1.77044e-07,7.81013e-06,-3.25726e-06,-1.19022e-05,1.86008e-06,-1.33701e-08,-3.59427e-09,2.97312e-06,4.22998e-06
12.586,-1.56761e-07,-6.21487e-06,-3.34467e-06,-1.04577e-05,1.69126e-06,-1.2015e-08,-3.68357e-09,2.97806e-06,4.23704e-06
12.606,-1.57058e-07,-6.23822e-06,-3.35065e-06,-1.03894e-05,1.69005e-06,-1.20227e-08,-3.68587e-09,2.98307e-06,4.24424e-06
12.626,-1.52866e-07,8.85171e-06,-3.31652e-06,-1.05284e-05,1.67781e-06,-1.21678e-08,-3.61215e-09,2.98832e-06,4.25123e-06
12.646,-1.7898e-07,7.98713e-06,-3.31e-06,-1.19155e-05,1.8882e-06,-1.37001e-08,-3.62043e-09,2.99363e-06,4.25837e-06
12.666,-1.69961e-07,-5.94211e-06,-3.09219e-06,-1.10783e-05,1.73382e-06,-1.28092e-08,-3.54042e-09,2.9988e-06,4.26528e-06
12.686,-1.69963e-07,-5.94129e-06,-3.09241e-06,-1.10454e-05,1.73478e-06,-1.2845e-08,-3.54077e-09,3.00401e-06,4.27223e-06
12.706,-1.76541e-07,7.79174e-06,-3.27155e-06,-1.17163e-05,1.86521e-06,-1.3702e-08,-3.58697e-09,3.00905e-06,4.27946e-06
12.726,-1.52556e-07,8.74797e-06,-3.31068e-06,-1.03226e-05,1.6709e-06,-1.22869e-08,-3.59595e-09,3.01402e-06,4.28654e-06
12.746,-1.69479e-07,-5.99701e-06,-3.09009e-06,-1.08631e-05,1.71988e-06,-1.28596e-08,-3.5338e-09,3.01926e-06,4.2936e-06
12.766,-1.76352e-07,7.78333e-06,-3.27034e-06,-1.16144e-05,1.86446e-06,-1.3804e-08,-3.5854e-09,3.0243e-06,4.30084e-06
12.786,-1.71432e-07,-5.96633e-06,-3.12078e-06,-1.09616e-05,1.75228e-06,-1.30975e-08,-3.55555e-09,3.02949e-06,4.30778e-06
12.806,-1.56549e-07,-6.20639e-06,-3.34118e-06,-1.01031e-05,1.69063e-06,-1.2348e-08,-3.67677e-09,3.03444e-06,4.31486e-06
12.826,-1.52757e-07,8.83999e-06,-3.31485e-06,-1.02274e-05,1.67876e-06,-1.24753e-08,-3.61197e-09,3.0397e-06,4.32184e-06
12.846,-1.5281e-07,8.83665e-06,-3.32095e-06,-1.02525e-05,1.68652e-06,-1.2554e-08,-3.62226e-09,3.04496e-06,4.32885e-06
12.866,-1.69275e-07,-5.9883e-06,-3.08888e-06,-1.07055e-05,1.71964e-06,-1.3039e-08,-3.53687e-09,3.0502e-06,4.33591e-06
12.886,-1.5236e-07,8.73207e-06,-3.30536e-06,-1.01085e-05,1.6701e-06,-1.2488e-08,-3.59338e-09,3.0552e-06,4.34301e-06
12.906,-1.70054e-07,-5.99965e-06,-3.10312e-06,-1.06985e-05,1.72816e-06,-1.31323e-08,-3.54321e-09,3.06045e-06,4.35009e-06
12.926,-1.69786e-07,-5.92302e-06,-3.09547e-06,-1.07432e-05,1.73622e-06,-1.3217e-08,-3.54515e-09,3.06566e-06,4.35704e-06
12.946,-1.52352e-07,8.72966e-06,-3.30527e-06,-1.00637e-05,1.67057e-06,-1.25554e-08,-3.59424e-09,3.07065e-06,4.36414e-06
12.966,-1.52664e-07,8.82815e-06,-3.3168e-06,-1.01304e-05,1.68281e-06,-1.26632e-08,-3.61655e-09,3.07591e-06,4.37114e-06
12.986,-1.52812e-07,8.82928e-06,-3.32352e-06,-1.01678e-05,1.69129e-06,-1.27355e-08,-3.62971e-09,3.08117e-06,4.37815e-06
13.006,-1.6987e-07,-5.99117e-06,-3.10231e-06,-1.0636e-05,1.72869e-06,-1.3245e-08,-3.54566e-09,3.08643e-06,4.38523e-06
13.026,-1.52348e-07,8.72611e-06,-3.30496e-06,-1.00274e-05,1.67107e-06,-1.26233e-08,-3.59565e-09,3.09141e-06,4.39232e-06
13.046,-1.6915e-07,-5.98172e-06,-3.09157e-06,-1.05937e-05,1.72231e-06,-1.32431e-08,-3.5429e-09,3.09666e-06,4.3994e-06
13.066,-1.68872e-07,-5.89825e-06,-3.08428e-06,-1.06593e-05,1.7306e-06,-1.33281e-08,-3.5438e-09,3.10187e-06,4.40635e-06
13.086,-1.52332e-07,8.72469e-06,-3.30404e-06,-1.00127e-05,1.66981e-06,-1.26501e-08,-3.5939e-09,3.10687e-06,4.41344e-06
13.106,1.56729e-07,-6.20731e-06,-3.47944e-06,-1.05973e-05,-1.34314e-06,-1.34449e-08,-3.6632e-09,3.11185e-06,4.42062e-06
13.126,1.50682e-07,7.77842e-06,-3.24228e-06,-1.14393e-05,-1.33545e-06,-1.43604e-08,-3.61152e-09,3.11709e-06,4.42768e-06
13.146,-1.95645e-07,-5.93289e-06,0.0005563,0.000606343,-1.58146e-06,-0.000654681,-3.54841e-09,3.12227e-06,4.43461e-06
13.166,-1.52212e-07,8.70989e-06,0.00390491,0.00423502,1.66321e-06,-0.00445173,-3.54625e-09,3.12718e-06,4.44163e-06
13.186,-1.51676e-07,8.78364e-06,0.0107747,0.0116085,1.65384e-06,-0.0117638,-3.43731e-09,3.13243e-06,4.44863e-06
13.206,-1.50577e-07,8.72977e-06,0.0202017,0.0213875,1.64146e-06,-0.0207774,4.36726e-09,3.13768e-06,4.45561e-06
13.226,-1.54361e-07,-6.12392e-06,0.0302017,0.0313875,1.96166e-06,-0.0287566,4.30874e-09,3.14269e-06,4.46281e-06
13.246,-1.69751e-07,7.54802e-06,0.0401461,0.0413875,-1.22488e-06,-0.0333058,4.48848e-09,3.14798e-06,4.46992e-06
13.266,-1.6292e-07,-5.64536e-06,0.0486007,0.0494766,1.67448e-06,-0.0336337,4.26168e-09,3.15315e-06,4.47683e-06
13.286,-1.61876e-07,-5.6044e-06,0.0569784,0.0571553,1.66274e-06,-0.0321847,4.2005e-09,3.15835e-06,4.48377e-06
13.306,-1.61127e-07,-5.57127e-06,0.0639106,0.0667769,1.03073e-06,-0.0374152,3.38436e-09,3.16356e-06,4.49072e-06
13.326,-1.60331e-07,-5.52542e-06,0.0672023,0.0767769,9.98415e-07,-0.0474152,3.30296e-09,3.16876e-06,4.49766e-06
13.346,-1.64163e-07,7.25552e-06,0.0666344,0.0867769,1.50974e-06,-0.0574152,3.36618e-09,3.17379e-06,4.50489e-06
13.366,-1.59977e-07,6.09635e-06,0.0633422,0.0967769,1.52145e-06,-0.0674152,3.20639e-09,3.17897e-06,4.51183e-06
13.386,-1.57728e-07,6.00611e-06,0.0591286,0.106777,1.51003e-06,-0.0774152,-2.3029e-09,3.18417e-06,4.51877e-06
13.406,-2.0602e-07,7.98663e-06,0.0557769,0.116777,-1.08592e-06,-0.0874152,3.34415e-09,3.18911e-06,4.52595e-06
13.426,-2.01988e-07,7.98332e-06,0.0543641,0.126777,1.40754e-06,-0.0974152,2.00814e-09,3.19409e-06,4.53304e-06
13.446,1.58041e-07,-5.60522e-06,0.0545742,0.136777,8.37798e-07,-0.107415,1.46053e-09,3.19943e-06,4.54061e-06
13.466,-1.90842e-07,-5.7418e-06,0.0547817,0.146777,-1.02504e-06,-0.117415,-2.12173e-09,3.20427e-06,4.54727e-06
13.486,-1.94258e-07,-5.58585e-06,0.0554025,0.156777,8.5587e-07,-0.127415,1.63664e-09,3.20924e-06,4.55435e-06
13.506,-2.00789e-07,-5.71215e-06,0.0571603,0.166777,1.41349e-06,-0.137415,2.55833e-09,3.21422e-06,4.56153e-06
13.526,1.38423e-07,-5.48147e-06,0.0601051,0.176777,1.34558e-06,-0.147415,-1.46859e-09,3.21944e-06,4.56848e-06
13.546,-1.50446e-07,5.73147e-06,0.0638481,0.186777,7.03224e-07,-0.157415,1.1684e-09,3.22469e-06,4.57557e-06
13.566,-1.71187e-07,6.45895e-06,0.0677975,0.196777,6.67649e-07,-0.167415,1.10325e-09,3.22996e-06,4.58257e-06
13.586,-1.71368e-07,6.47083e-06,0.071394,0.206777,6.4684e-07,-0.177415,1.05257e-09,3.23525e-06,4.58961e-06
13.606,-1.71942e-07,6.50363e-06,0.0743468,0.216777,6.33943e-07,-0.187415,1.01421e-09,3.24054e-06,4.59666e-06
13.626,-1.95097e-07,7.73552e-06,0.0768693,0.226777,6.34701e-07,-0.197415,9.01498e-10,3.24552e-06,4.60379e-06
13.646,-1.33845e-07,5.28671e-06,0.0798731,0.236777,5.91333e-07,-0.207415,8.32684e-10,3.25084e-06,4.61084e-06
13.666,-1.33033e-07,5.254e-06,0.0843029,0.246777,5.77906e-07,-0.217415,8.07955e-10,3.25617e-06,4.61791e-06
13.686,-1.32312e-07,5.22644e-06,0.0903791,0.256777,5.67629e-07,-0.227415,7.8467e-10,3.26151e-06,4.62502e-06
13.706,-1.64302e-07,5.47131e-06,0.0977579,0.266777,5.56202e-07,-0.237415,7.63841e-10,3.26687e-06,4.63223e-06
13.726,-1.64729e-07,6.24755e-06,0.105778,0.276777,5.49253e-07,-0.247415,7.24301e-10,3.27224e-06,4.63935e-06
13.746,-1.90687e-07,7.59515e-06,0.113708,0.286777,5.5438e-07,-0.257415,7.70529e-10,3.27732e-06,4.64656e-06
13.766,-1.29618e-07,5.11572e-06,0.120995,0.296777,5.34836e-07,-0.267415,5.84597e-10,3.28274e-06,4.65371e-06
13.786,-1.28907e-07,5.08781e-06,0.127507,0.306777,5.34424e-07,-0.277415,1.64922e-09,3.28817e-06,4.66089e-06
13.806,-1.43273e-07,5.525e-06,0.133769,0.316777,5.22029e-07,-0.287415,1.31314e-09,3.29368e-06,4.66822e-06
13.826,-1.27087e-07,5.04409e-06,0.140364,0.326777,5.32055e-07,-0.297415,1.04168e-09,3.29884e-06,4.6755e-06
13.846,-1.27516e-07,5.03216e-06,0.147236,0.336777,5.32511e-07,-0.307415,-1.12124e-09,3.30434e-06,4.68273e-06
13.866,-1.42176e-07,5.48983e-06,0.154276,0.346777,5.04261e-07,-0.317415,1.74223e-09,3.30991e-06,4.69013e-06
13.886,-1.25866e-07,4.99805e-06,0.161385,0.356777,5.32938e-07,-0.327415,2.23352e-09,3.31514e-06,4.69747e-06
13.906,-1.26557e-07,4.99415e-06,0.168482,0.366777,5.31323e-07,-0.337415,1.58993e-09,3.32071e-06,4.70477e-06
13.926,-1.2634e-07,4.9855e-06,0.175515,0.376777,5.2831e-07,-0.347415,2.508e-09,3.32629e-06,4.71211e-06
13.946,-1.26172e-07,4.97912e-06,0.182468,0.386777,5.24269e-07,-0.357415,3.45295e-09,3.33191e-06,4.71949e-06
13.966,-1.2607e-07,4.97568e-06,0.189371,0.396777,5.19336e-07,-0.367415,2.05975e-09,3.33754e-06,4.72691e-06
13.986,-1.26035e-07,4.97532e-06,0.196298,0.406777,5.1363e-07,-0.377415,-2.77289e-09,3.34321e-06,4.73436e-06
14.006,-1.40367e-07,5.42331e-06,0.203237,0.416777,4.79256e-07,-0.387415,4.94585e-09,3.34895e-06,4.74195e-06
14.026,-1.58792e-07,6.03464e-06,0.210127,0.426777,4.63763e-07,-0.397415,-2.73656e-09,3.35462e-06,4.74937e-06
14.046,-1.59448e-07,6.06637e-06,0.216952,0.436777,4.67226e-07,-0.407415,-2.84912e-09,3.36035e-06,4.75684e-06
14.066,-1.61387e-07,6.1497e-06,0.223725,0.446777,4.77553e-07,-0.417415,-3.02077e-09,3.3661e-06,4.76434e-06
14.086,-1.892e-07,7.58542e-06,0.230475,0.456777,5.52941e-07,-0.427415,-2.81766e-09,3.37156e-06,4.77191e-06
14.106,-1.38216e-07,6.08365e-06,0.237235,0.466777,4.75656e-07,-0.437415,-3.27079e-09,3.37739e-06,4.77957e-06
14.126,-1.63665e-07,6.2408e-06,0.244027,0.476777,4.96459e-07,-0.447415,-3.48279e-09,3.38322e-06,4.78716e-06
14.146,-1.65927e-07,6.33607e-06,0.25085,0.486777,5.16295e-07,-0.457415,-3.65428e-09,3.38907e-06,4.79479e-06
14.166,-1.26805e-07,5.0371e-06,0.257667,0.496777,4.51665e-07,-0.467415,-3.46543e-09,3.39459e-06,4.80243e-06
14.186,-1.28608e-07,5.07543e-06,0.264436,0.506777,4.67444e-07,-0.477415,-3.64854e-09,3.40048e-06,4.81007e-06
14.206,-1.29198e-07,5.09905e-06,0.271143,0.516777,1.22517e-06,-0.487415,-3.80046e-09,3.4064e-06,4.81774e-06
14.226,-1.46728e-07,5.67113e-06,0.277797,0.526777,1.546e-06,-0.497415,-4.59599e-09,3.41243e-06,4.8256e-06
14.246,-1.67276e-07,6.36406e-06,0.284421,0.536777,1.49362e-06,-0.507415,-4.34887e-09,3.41837e-06,4.83329e-06
14.266,-1.69691e-07,6.46372e-06,0.291041,0.546777,1.48455e-06,-0.517415,-4.50944e-09,3.42435e-06,4.84103e-06
14.286,-1.9651e-07,7.8517e-06,0.297682,0.556777,1.23624e-06,-0.527415,-4.21138e-09,3.43002e-06,4.8488e-06
14.306,-1.44217e-07,6.31484e-06,0.304352,0.566777,7.93581e-07,-0.537415,-4.68344e-09,3.43608e-06,4.8567e-06
14.326,-1.69277e-07,6.41924e-06,0.311038,0.576777,8.25616e-07,-0.547415,-4.86069e-09,3.44212e-06,4.86447e-06
14.346,-1.99637e-07,7.96146e-06,0.317573,0.586777,8.04121e-07,-0.557415,-4.60358e-09,3.44785e-06,4.8723e-06
14.366,-1.48227e-07,6.49468e-06,0.323604,0.596777,1.68775e-06,-0.567415,-5.09348e-09,3.45398e-06,4.88027e-06
14.386,1.34646e-07,5.33965e-06,0.329025,0.606777,1.48529e-06,-0.577415,-4.89598e-09,3.45973e-06,4.88813e-06
14.406,-1.36778e-07,5.40282e-06,0.33395,0.616777,8.69607e-07,-0.587415,-5.06343e-09,3.46584e-06,4.89597e-06
14.426,-1.37804e-07,5.4461e-06,0.338625,0.626777,8.90121e-07,-0.597415,-5.19069e-09,3.47197e-06,4.90385e-06
14.446,-1.38847e-07,-5.49096e-06,0.343324,0.636777,-8.70546e-07,-0.607415,-5.31477e-09,3.47812e-06,4.91176e-06
14.466,-1.62441e-07,-5.47938e-06,0.348262,0.646777,1.14164e-06,-0.617415,-6.25801e-09,3.4844e-06,4.91992e-06
14.486,-2.07117e-07,-5.78417e-06,0.353492,0.656777,1.56277e-06,-0.627415,-5.39037e-09,3.49011e-06,4.92781e-06
14.506,-1.41679e-07,-5.60268e-06,0.358827,0.666777,-9.44994e-07,-0.637415,-5.5662e-09,3.49629e-06,4.93572e-06
14.526,-1.42766e-07,-5.64869e-06,0.364208,0.676777,-9.88804e-07,-0.647415,-5.69768e-09,3.50248e-06,4.94365e-06
14.546,-1.43939e-07,-5.75274e-06,0.369878,0.686777,-1.02809e-06,-0.657415,-5.81357e-09,3.50868e-06,4.95161e-06
14.566,-1.45148e-07,-5.81609e-06,0.375909,0.696777,1.65698e-06,-0.667415,-5.92814e-09,3.51489e-06,4.95959e-06
14.586,-1.46385e-07,-5.88154e-06,0.382229,0.706777,1.05536e-06,-0.677415,-6.04123e-09,3.52111e-06,4.96759e-06
14.606,-1.47643e-07,-5.94875e-06,0.388682,0.716777,-1.15408e-06,-0.687415,-6.15221e-09,3.52734e-06,4.97562e-06
14.626,-1.48917e-07,-6.01735e-06,0.395097,0.726777,1.10648e-06,-0.697415,-6.26044e-09,3.53358e-06,4.98366e-06
14.646,-1.65617e-07,-5.89731e-06,0.40135,0.736777,1.99902e-06,-0.707415,-6.95115e-09,3.53993e-06,4.99187e-06
14.666,-1.90659e-07,6.29719e-06,0.407431,0.746777,-1.47826e-06,-0.717415,-6.63169e-09,3.54613e-06,4.99981e-06
14.686,-2.191e-07,-6.26358e-06,0.413599,0.756777,1.1402e-06,-0.727415,-6.36488e-09,3.55198e-06,5.00777e-06
14.706,-1.92041e-07,7.23728e-06,0.421192,0.766777,1.26389e-06,-0.737415,-6.73409e-09,3.55831e-06,5.01592e-06
14.726,-2.12062e-07,-6.19148e-06,0.430893,0.776777,1.75008e-06,-0.747415,-6.52045e-09,3.56411e-06,5.02383e-06
14.746,-2.13754e-07,-6.25763e-06,0.440893,0.786777,1.7792e-06,-0.757415,-6.62343e-09,3.57024e-06,5.03169e-06
14.766,-2.15261e-07,-6.32612e-06,0.450893,0.796777,1.29335e-06,-0.767415,-6.7123e-09,3.57636e-06,5.03957e-06
14.786,-2.00539e-07,7.57026e-06,0.460893,0.806777,-1.40806e-06,-0.777415,-7.10916e-09,3.58269e-06,5.04776e-06
14.806,-2.16561e-07,8.95173e-06,0.470893,0.816777,-1.47166e-06,-0.787415,-6.79061e-09,3.58841e-06,5.05561e-06
14.826,-2.26713e-07,-6.59489e-06,0.480893,0.826777,1.87693e-06,-0.797415,-6.89048e-09,3.59432e-06,5.06372e-06
14.846,-1.98098e-07,-6.15086e-06,0.490893,0.836777,2.59167e-06,-0.807415,-7.07894e-09,3.60059e-06,5.07182e-06
14.866,-1.98676e-07,-6.17312e-06,0.500893,0.846777,2.76779e-06,-0.817415,-7.12115e-09,3.60675e-06,5.07971e-06
14.886,-2.20019e-07,-6.45339e-06,0.510893,0.856777,2.51533e-06,-0.827415,-6.97981e-09,3.61247e-06,5.08753e-06
