time(s),joint1,joint2,joint3,joint4,joint5,joint6,joint7,wheel_joint_left,wheel_joint_right
35.766,1.55165e-07,-6.35473e-06,-3.39393e-06,-1.17039e-05,-1.39306e-06,-1.25273e-08,-3.91854e-09,9.07115e-06,1.24986e-05
35.786,1.55494e-07,-6.1599e-06,-3.37794e-06,-1.10519e-05,-1.34084e-06,-1.19234e-08,-3.65283e-09,9.07619e-06,1.25057e-05
35.806,1.52495e-07,8.8204e-06,-3.30892e-06,-1.10223e-05,-1.33079e-06,-1.18493e-08,-3.62119e-09,9.0814e-06,1.25127e-05
35.826,1.52624e-07,8.81732e-06,-3.31425e-06,-1.10697e-05,-1.33514e-06,-1.18957e-08,-3.63221e-09,9.08662e-06,1.25196e-05
35.846,1.52833e-07,8.81762e-06,-3.32059e-06,-1.11185e-05,-1.34014e-06,-1.19439e-08,-3.645e-09,9.09184e-06,1.25266e-05
35.866,1.53049e-07,8.8181e-06,-3.32703e-06,-1.11678e-05,-1.3452e-06,-1.19925e-08,-3.65794e-09,9.09706e-06,1.25336e-05
35.886,1.53271e-07,8.81866e-06,-3.33355e-06,-1.12173e-05,-1.3503e-06,-1.20414e-08,-3.67098e-09,9.10227e-06,1.25406e-05
35.906,1.52353e-07,8.07583e-06,-3.33107e-06,-1.26332e-05,-1.34404e-06,-1.35733e-08,-3.6316e-09,9.10755e-06,1.25478e-05
35.926,1.47381e-07,-5.92121e-06,-3.09227e-06,-1.16312e-05,-1.58083e-06,-1.24487e-08,-3.57697e-09,9.11265e-06,1.25546e-05
35.946,-1.9255e-07,-5.86104e-06,-3.08997e-06,-1.15957e-05,-1.5792e-06,-1.23958e-08,-3.53924e-09,9.11784e-06,1.25616e-05
35.966,-1.52146e-07,8.71063e-06,-3.2906e-06,-1.08996e-05,1.67757e-06,-1.17239e-08,-3.60803e-09,9.12278e-06,1.25686e-05
35.986,-1.74301e-07,7.75168e-06,-3.25895e-06,-1.23432e-05,1.86845e-06,-1.32495e-08,4.27943e-09,9.12808e-06,1.25757e-05
36.006,-1.56452e-07,-6.20083e-06,-3.34256e-06,-1.08747e-05,1.70023e-06,-1.17349e-08,4.90872e-09,9.13302e-06,1.25828e-05
36.026,-1.52282e-07,8.81009e-06,-3.31243e-06,-1.10083e-05,1.68691e-06,-1.18347e-08,4.86179e-09,9.13827e-06,1.25898e-05
36.046,-1.52312e-07,8.80596e-06,-3.31823e-06,-1.10577e-05,1.69459e-06,-1.18833e-08,4.88736e-09,9.14353e-06,1.25968e-05
36.066,-1.68686e-07,-5.95611e-06,-3.09585e-06,-1.15713e-05,1.73743e-06,-1.23832e-08,5.07189e-09,9.14878e-06,1.26039e-05
36.086,-1.68068e-07,-5.86252e-06,-3.08031e-06,-1.16212e-05,1.74087e-06,-1.2424e-08,5.07896e-09,9.15399e-06,1.26108e-05
36.106,-1.68449e-07,-5.86605e-06,-3.08655e-06,-1.16396e-05,1.74443e-06,-1.2444e-08,5.08791e-09,9.1592e-06,1.26178e-05
36.126,-1.69856e-07,-5.89532e-06,-3.11187e-06,-1.16953e-05,1.75934e-06,-1.25081e-08,5.11664e-09,9.16441e-06,1.26247e-05
36.146,-1.71274e-07,-5.92502e-06,-3.1373e-06,-1.17494e-05,1.77425e-06,-1.25707e-08,5.14508e-09,9.16963e-06,1.26317e-05
36.166,-1.72704e-07,-5.95505e-06,-3.16291e-06,-1.18039e-05,1.78939e-06,-1.26337e-08,5.17375e-09,9.17485e-06,1.26387e-05
36.186,-1.74147e-07,-5.98543e-06,-3.1887e-06,-1.18587e-05,1.80474e-06,-1.26971e-08,5.20265e-09,9.18006e-06,1.26457e-05
36.206,-1.75603e-07,-6.01614e-06,-3.21468e-06,-1.19139e-05,1.82032e-06,-1.2761e-08,5.23179e-09,9.18528e-06,1.26528e-05
36.226,-1.5203e-07,8.7124e-06,-3.30618e-06,-1.09581e-05,1.67888e-06,-1.17882e-08,4.83448e-09,9.19018e-06,1.26598e-05
36.246,-1.52242e-07,8.80549e-06,-3.31505e-06,-1.10334e-05,1.69044e-06,-1.18593e-08,4.87337e-09,9.19544e-06,1.26668e-05
36.266,-1.52378e-07,8.80601e-06,-3.32144e-06,-1.10826e-05,1.69884e-06,-1.19078e-08,4.90165e-09,9.2007e-06,1.26738e-05
36.286,-1.77471e-07,7.95471e-06,-3.3183e-06,-1.24715e-05,1.90053e-06,-1.33974e-08,5.32529e-09,9.20601e-06,1.2681e-05
36.306,-1.74338e-07,-5.99135e-06,-3.19269e-06,-1.18728e-05,1.80713e-06,-1.2713e-08,5.20817e-09,9.21121e-06,1.2688e-05
36.326,-1.5202e-07,8.71189e-06,-3.30598e-06,-1.09576e-05,1.67881e-06,-1.17875e-08,4.83426e-09,9.21612e-06,1.2695e-05
36.346,-1.68192e-07,-5.93989e-06,-3.0859e-06,-1.15506e-05,1.73076e-06,-1.23586e-08,5.06222e-09,9.22137e-06,1.27021e-05
36.366,-1.68057e-07,-5.86219e-06,-3.08017e-06,-1.16207e-05,1.74074e-06,-1.24235e-08,5.07869e-09,9.22658e-06,1.27091e-05
36.386,-1.7426e-07,7.69405e-06,-3.26055e-06,-1.23393e-05,1.86974e-06,-1.32523e-08,5.25062e-09,9.23162e-06,1.27163e-05
36.406,-1.83555e-07,-8.13471e-06,-3.78731e-06,-1.38063e-05,2.21432e-06,-1.4789e-08,-4.13882e-09,9.23706e-06,1.27238e-05
36.426,1.55233e-07,-6.36051e-06,-3.39778e-06,-1.17285e-05,-1.39459e-06,-1.25516e-08,-3.78453e-09,9.24197e-06,1.27306e-05
36.446,1.56848e-07,8.82961e-06,-3.33818e-06,-1.12821e-05,-1.40956e-06,-1.20773e-08,-3.81991e-09,9.24713e-06,1.27378e-05
36.466,1.43627e-07,-5.75635e-06,-3.09415e-06,-1.18898e-05,-1.29548e-06,-1.27152e-08,-3.5016e-09,9.25242e-06,1.27448e-05
36.486,-1.94188e-07,-5.88561e-06,-3.11575e-06,-1.16582e-05,-1.57284e-06,-1.24666e-08,-3.54579e-09,9.25762e-06,1.27517e-05
36.506,-2.15163e-07,-6.19736e-06,-3.31381e-06,-1.0889e-05,2.04479e-06,-1.1753e-08,-3.66817e-09,9.26257e-06,1.27588e-05
36.526,-1.6812e-07,-5.93686e-06,-3.08234e-06,-1.1547e-05,1.72991e-06,-1.23542e-08,5.06094e-09,9.26778e-06,1.27659e-05
36.546,-1.51943e-07,8.70776e-06,-3.30427e-06,-1.09519e-05,1.67807e-06,-1.178e-08,4.83196e-09,9.27278e-06,1.2773e-05
36.566,-1.52238e-07,8.80537e-06,-3.31494e-06,-1.10327e-05,1.69032e-06,-1.18586e-08,4.87296e-09,9.27804e-06,1.27799e-05
36.586,-1.6852e-07,-5.95065e-06,-3.09251e-06,-1.15645e-05,1.7352e-06,-1.23751e-08,5.06867e-09,9.28328e-06,1.2787e-05
36.606,-1.74261e-07,7.69411e-06,-3.26056e-06,-1.2338e-05,1.8696e-06,-1.3251e-08,5.25038e-09,9.28833e-06,1.27943e-05
36.626,-1.56446e-07,-6.20067e-06,-3.34252e-06,-1.08715e-05,1.70001e-06,-1.17324e-08,4.90782e-09,9.29326e-06,1.28013e-05
36.646,-1.6926e-07,-5.95692e-06,-3.10267e-06,-1.15903e-05,1.74055e-06,-1.24032e-08,5.08538e-09,9.29851e-06,1.28084e-05
36.666,-1.56346e-07,-6.19673e-06,-3.34011e-06,-1.08588e-05,1.69883e-06,-1.17197e-08,4.90372e-09,9.30347e-06,1.28155e-05
36.686,-1.52279e-07,8.80991e-06,-3.31238e-06,-1.1008e-05,1.68688e-06,-1.18345e-08,4.8617e-09,9.30872e-06,1.28225e-05
36.706,-1.68359e-07,-5.94536e-06,-3.08924e-06,-1.15577e-05,1.73302e-06,-1.2367e-08,5.06556e-09,9.31397e-06,1.28296e-05
36.726,-1.69171e-07,-5.88155e-06,-3.09942e-06,-1.16674e-05,1.75193e-06,-1.24761e-08,5.10269e-09,9.31918e-06,1.28365e-05
36.746,-1.70565e-07,-5.91018e-06,-3.12459e-06,-1.17223e-05,1.76678e-06,-1.25394e-08,5.13087e-09,9.3244e-06,1.28435e-05
36.766,-1.74313e-07,7.69644e-06,-3.26147e-06,-1.23425e-05,1.87034e-06,-1.32564e-08,5.25201e-09,9.32941e-06,1.28507e-05
36.786,-1.70053e-07,-5.90136e-06,-3.11595e-06,-1.171e-05,1.76186e-06,-1.25248e-08,5.12232e-09,9.3346e-06,1.28577e-05
36.806,-1.71314e-07,-5.92595e-06,-3.13801e-06,-1.1751e-05,1.77468e-06,-1.25725e-08,5.14595e-09,9.33982e-06,1.28646e-05
36.826,-1.7274e-07,-5.95582e-06,-3.16355e-06,-1.18052e-05,1.78977e-06,-1.26352e-08,5.17447e-09,9.34503e-06,1.28716e-05
36.846,-1.69081e-07,-5.89699e-06,-3.10144e-06,-1.16471e-05,1.75332e-06,-1.24589e-08,5.09369e-09,9.35022e-06,1.28786e-05
36.866,-1.51955e-07,8.70864e-06,-3.30463e-06,-1.0954e-05,1.67826e-06,-1.17822e-08,4.8325e-09,9.35521e-06,1.28857e-05
36.886,-1.56994e-07,-6.23357e-06,-3.35056e-06,-1.08491e-05,1.70056e-06,-1.17134e-08,4.91179e-09,9.36023e-06,1.28929e-05
36.906,-1.57046e-07,-6.2358e-06,-3.35082e-06,-1.08469e-05,1.70072e-06,-1.17116e-08,4.9126e-09,9.36525e-06,1.29001e-05
36.926,-1.74612e-07,7.7613e-06,-3.26162e-06,-1.23504e-05,1.87119e-06,-1.32582e-08,5.2678e-09,9.37055e-06,1.29072e-05
36.946,-1.56467e-07,-6.20118e-06,-3.34239e-06,-1.08806e-05,1.70056e-06,-1.17387e-08,4.91044e-09,9.3755e-06,1.29143e-05
36.966,-1.68046e-07,-5.93564e-06,-3.08138e-06,-1.15398e-05,1.72823e-06,-1.2346e-08,5.05951e-09,9.38074e-06,1.29213e-05
36.986,1.51385e-07,7.45946e-06,-3.07815e-06,-1.13864e-05,-1.35154e-06,-1.22044e-08,5.14196e-09,9.38569e-06,1.29285e-05
37.006,-1.9286e-07,-5.87165e-06,-3.09354e-06,-1.15986e-05,-1.58141e-06,-1.24001e-08,5.07588e-09,9.39088e-06,1.29354e-05
37.026,-1.52153e-07,8.71094e-06,-3.29067e-06,-1.08997e-05,1.67762e-06,-1.17241e-08,4.83431e-09,9.39582e-06,1.29425e-05
37.046,-1.52244e-07,8.80554e-06,-3.31478e-06,-1.10321e-05,1.69034e-06,-1.18579e-08,4.87308e-09,9.40108e-06,1.29495e-05
37.066,-1.56969e-07,-6.23328e-06,-3.35126e-06,-1.08374e-05,1.69998e-06,-1.17064e-08,4.9083e-09,9.40607e-06,1.29567e-05
37.086,-1.52305e-07,8.81087e-06,-3.31263e-06,-1.10076e-05,1.68701e-06,-1.18341e-08,4.86224e-09,9.41133e-06,1.29637e-05
37.106,-2.10616e-07,5.93349e-06,-4.2529e-06,-1.35528e-05,2.18739e-06,-1.45801e-08,5.89664e-09,9.41729e-06,1.29716e-05
37.126,-1.51853e-07,8.71435e-06,-3.31182e-06,-1.10156e-05,1.67973e-06,-1.18521e-08,4.83183e-09,9.4216e-06,1.29781e-05
37.146,-1.75567e-07,7.82099e-06,-3.28088e-06,-1.23982e-05,1.88216e-06,-1.33131e-08,5.28697e-09,9.42691e-06,1.29852e-05
37.166,-1.71222e-07,-5.92612e-06,-3.13683e-06,-1.17545e-05,1.7741e-06,-1.25761e-08,5.1459e-09,9.4321e-06,1.29922e-05
37.186,-1.56325e-07,-6.19633e-06,-3.34024e-06,-1.0845e-05,1.698e-06,-1.17095e-08,4.89999e-09,9.43703e-06,1.29993e-05
37.206,-1.69262e-07,-5.95699e-06,-3.10273e-06,-1.15901e-05,1.74051e-06,-1.2403e-08,5.08531e-09,9.44228e-06,1.30063e-05
37.226,-1.51957e-07,8.70844e-06,-3.30456e-06,-1.09525e-05,1.67818e-06,-1.1781e-08,4.83232e-09,9.44726e-06,1.30134e-05
37.246,-1.69877e-07,-5.96739e-06,-3.11511e-06,-1.16213e-05,1.74759e-06,-1.24382e-08,5.09853e-09,9.45252e-06,1.30205e-05
37.266,-1.71311e-07,-5.92621e-06,-3.13789e-06,-1.17491e-05,1.77439e-06,-1.25706e-08,5.14558e-09,9.45774e-06,1.30275e-05
37.286,-1.68783e-07,-5.8868e-06,-3.0953e-06,-1.16399e-05,1.74971e-06,-1.24491e-08,5.08937e-09,9.46293e-06,1.30345e-05
37.306,1.59429e-07,8.28854e-06,-3.34428e-06,-1.20341e-05,-1.38552e-06,-1.29337e-08,5.47599e-09,9.46796e-06,1.30418e-05
37.326,-2.04995e-07,7.65085e-06,-3.09876e-06,-1.12104e-05,-1.32965e-06,-1.20448e-08,-3.59764e-09,9.47289e-06,1.30488e-05
37.346,1.73398e-07,7.82279e-06,-3.43856e-06,-1.21837e-05,-1.44431e-06,-1.304e-08,-3.49683e-09,9.47818e-06,1.30563e-05
37.366,-2.05406e-07,-6.34558e-06,-3.22331e-06,-1.14501e-05,2.10564e-06,-1.22141e-08,-3.75664e-09,9.48305e-06,1.30629e-05
37.386,-1.52405e-07,8.71975e-06,-3.29394e-06,-1.09025e-05,1.68002e-06,-1.17266e-08,-3.61632e-09,9.48805e-06,1.307e-05
37.406,-1.52268e-07,8.80588e-06,-3.31566e-06,-1.10383e-05,1.69147e-06,-1.18641e-08,-3.62591e-09,9.49331e-06,1.30771e-05
37.426,-1.52394e-07,8.80607e-06,-3.32219e-06,-1.10883e-05,1.69984e-06,-1.19135e-08,-3.63852e-09,9.49857e-06,1.30841e-05
37.446,-1.52533e-07,8.80647e-06,-3.32858e-06,-1.11374e-05,1.70832e-06,-1.1962e-08,-3.65139e-09,9.50383e-06,1.30911e-05
37.466,-1.52676e-07,8.80696e-06,-3.33503e-06,-1.11868e-05,1.71693e-06,-1.20108e-08,-3.66436e-09,9.50909e-06,1.30981e-05
37.486,-1.52825e-07,8.80754e-06,-3.34157e-06,-1.12365e-05,1.72568e-06,-1.20599e-08,-3.67742e-09,9.51435e-06,1.31052e-05
37.506,-1.77492e-07,-7.98803e-06,-3.69131e-06,-1.35431e-05,2.14165e-06,-1.44951e-08,4.55694e-09,9.52e-06,1.31126e-05
37.526,1.55508e-07,-6.48603e-06,-3.47366e-06,-1.30316e-05,-1.35821e-06,-1.39953e-08,-3.73312e-09,9.52506e-06,1.31196e-05
37.546,1.58674e-07,8.60451e-06,-3.36024e-06,-1.21506e-05,-1.38092e-06,-1.30475e-08,-3.73213e-09,9.53022e-06,1.31267e-05
37.566,-1.93448e-07,-5.93898e-06,-3.07932e-06,-1.1479e-05,-1.58508e-06,-1.22754e-08,-3.5424e-09,9.53527e-06,1.31334e-05
37.586,-1.94876e-07,-5.90025e-06,-3.12529e-06,-1.16672e-05,-1.57298e-06,-1.2478e-08,-3.55052e-09,9.54053e-06,1.31405e-05
37.606,-1.9657e-07,-5.92966e-06,-3.15109e-06,-1.17233e-05,-1.56851e-06,-1.25427e-08,-3.55878e-09,9.54579e-06,1.31475e-05
37.626,-1.98276e-07,-5.95956e-06,-3.17672e-06,-1.17778e-05,-1.56431e-06,-1.26057e-08,-3.5672e-09,9.55105e-06,1.31545e-05
37.646,-1.93874e-07,-5.90131e-06,-3.11477e-06,-1.16202e-05,-1.57916e-06,-1.243e-08,-3.54619e-09,9.55627e-06,1.31615e-05
37.666,-1.92706e-07,-5.86671e-06,-3.09374e-06,-1.1596e-05,-1.5797e-06,-1.23969e-08,-3.54042e-09,9.56152e-06,1.31685e-05
37.686,-1.52149e-07,8.71075e-06,-3.29065e-06,-1.08996e-05,1.67758e-06,-1.17239e-08,-3.6081e-09,9.56646e-06,1.31755e-05
37.706,-1.74301e-07,7.75168e-06,-3.25895e-06,-1.23432e-05,1.86845e-06,-1.32495e-08,4.27944e-09,9.57176e-06,1.31827e-05
37.726,-1.56461e-07,-6.20093e-06,-3.34233e-06,-1.08804e-05,1.70051e-06,-1.17386e-08,4.91026e-09,9.57671e-06,1.31897e-05
37.746,-1.68126e-07,-5.93838e-06,-3.08302e-06,-1.15429e-05,1.72927e-06,-1.23498e-08,5.061e-09,9.58195e-06,1.31968e-05
37.766,-1.69164e-07,-5.88138e-06,-3.09931e-06,-1.16671e-05,1.75185e-06,-1.24757e-08,5.10253e-09,9.58717e-06,1.32037e-05
37.786,-1.56323e-07,-6.1958e-06,-3.33992e-06,-1.08596e-05,1.69874e-06,-1.17204e-08,4.90336e-09,9.59213e-06,1.32108e-05
37.806,-1.68041e-07,-5.93555e-06,-3.08133e-06,-1.15394e-05,1.72814e-06,-1.23456e-08,5.05933e-09,9.59737e-06,1.32179e-05
37.826,1.58575e-07,8.44747e-06,-3.30576e-06,-1.10938e-05,-1.42347e-06,-1.18824e-08,5.25094e-09,9.60233e-06,1.32251e-05
37.846,1.49242e-07,7.40583e-06,-3.11984e-06,-1.17094e-05,-1.33331e-06,-1.25433e-08,-3.60422e-09,9.60754e-06,1.32322e-05
37.866,-1.92624e-07,-5.86389e-06,-3.09083e-06,-1.1597e-05,-1.58005e-06,-1.23974e-08,-3.54065e-09,9.61272e-06,1.32391e-05
37.886,-1.94017e-07,-5.88515e-06,-3.11265e-06,-1.16418e-05,-1.57518e-06,-1.24485e-08,-3.54642e-09,9.61798e-06,1.32461e-05
37.906,-1.95695e-07,-5.91435e-06,-3.13794e-06,-1.16954e-05,-1.57074e-06,-1.25105e-08,-3.55449e-09,9.62323e-06,1.32532e-05
37.926,-1.97393e-07,-5.94407e-06,-3.16347e-06,-1.17496e-05,-1.56646e-06,-1.25731e-08,-3.56283e-09,9.62849e-06,1.32602e-05
37.946,1.79323e-07,-6.27419e-06,-3.86194e-06,-1.31899e-05,-1.37187e-06,-1.42589e-08,-3.51831e-09,9.63384e-06,1.32677e-05
37.966,-2.11427e-07,-6.47732e-06,-3.44075e-06,-1.27419e-05,-1.51113e-06,-1.36876e-08,4.45455e-09,9.63882e-06,1.32746e-05
37.986,-1.52142e-07,8.71828e-06,-3.30955e-06,-1.09695e-05,1.68021e-06,-1.1802e-08,4.83793e-09,9.64364e-06,1.32816e-05
38.006,-1.52247e-07,8.80568e-06,-3.31517e-06,-1.10341e-05,1.69056e-06,-1.186e-08,4.87375e-09,9.6489e-06,1.32886e-05
38.026,-1.76614e-07,7.8941e-06,-3.30129e-06,-1.24375e-05,1.89213e-06,-1.33584e-08,5.30795e-09,9.6542e-06,1.32957e-05
38.046,-1.68947e-07,-5.89233e-06,-3.09877e-06,-1.1653e-05,1.75181e-06,-1.24639e-08,5.09439e-09,9.65938e-06,1.33027e-05
38.066,-1.68069e-07,-5.86225e-06,-3.08037e-06,-1.16228e-05,1.74112e-06,-1.24257e-08,5.07926e-09,9.66458e-06,1.33096e-05
38.086,-1.68049e-07,-5.86158e-06,-3.08012e-06,-1.16221e-05,1.7409e-06,-1.24249e-08,5.07878e-09,9.66979e-06,1.33166e-05
38.106,-1.69159e-07,-5.88081e-06,-3.09932e-06,-1.16686e-05,1.75204e-06,-1.24773e-08,5.10267e-09,9.67501e-06,1.33235e-05
38.126,-1.67871e-07,-5.85599e-06,-3.0766e-06,-1.16118e-05,1.73826e-06,-1.24131e-08,5.07447e-09,9.68021e-06,1.33305e-05
38.146,-2.13713e-07,5.99654e-06,-4.28716e-06,-1.37273e-05,2.2316e-06,-1.47606e-08,5.97995e-09,9.68615e-06,1.33383e-05
38.166,-1.51913e-07,8.71677e-06,-3.31266e-06,-1.10183e-05,1.68025e-06,-1.1855e-08,4.83357e-09,9.69045e-06,1.33448e-05
38.186,-1.52217e-07,8.80558e-06,-3.31403e-06,-1.10255e-05,1.68895e-06,-1.18517e-08,4.86823e-09,9.69571e-06,1.33518e-05
38.206,-1.52353e-07,8.80595e-06,-3.32025e-06,-1.10734e-05,1.69726e-06,-1.18988e-08,4.89633e-09,9.70096e-06,1.33588e-05
38.226,-1.73792e-07,7.7441e-06,-3.25446e-06,-1.23226e-05,1.86216e-06,-1.32245e-08,5.25114e-09,9.70626e-06,1.33659e-05
38.246,-1.68602e-07,-5.87128e-06,-3.08981e-06,-1.16513e-05,1.74635e-06,-1.24573e-08,5.09247e-09,9.71145e-06,1.33728e-05
38.266,-1.56339e-07,-6.19595e-06,-3.33957e-06,-1.08726e-05,1.69941e-06,-1.17295e-08,4.90675e-09,9.71642e-06,1.33799e-05
38.286,-1.52278e-07,8.80994e-06,-3.31238e-06,-1.10082e-05,1.68687e-06,-1.18346e-08,4.86166e-09,9.72168e-06,1.33869e-05
38.306,-1.52312e-07,8.80596e-06,-3.31822e-06,-1.10576e-05,1.69457e-06,-1.18832e-08,4.88731e-09,9.72693e-06,1.33939e-05
38.326,-1.72058e-07,-6.01151e-06,-3.15417e-06,-1.17126e-05,1.77129e-06,-1.25422e-08,5.14447e-09,9.7322e-06,1.3401e-05
38.346,-1.68936e-07,-5.89242e-06,-3.09771e-06,-1.16439e-05,1.7513e-06,-1.24386e-08,0.0317833,9.73739e-06,1.3408e-05
38.366,-1.51777e-07,8.70236e-06,-3.29815e-06,-1.09622e-05,1.67616e-06,-1.17288e-08,0.163038,9.74238e-06,1.34151e-05
38.386,-1.51285e-07,8.76922e-06,-3.2959e-06,-1.10363e-05,1.6801e-06,-1.17966e-08,0.300158,9.74764e-06,1.34221e-05
38.406,-1.50591e-07,8.73743e-06,-3.29184e-06,-1.10747e-05,1.68033e-06,-1.18575e-08,0.377817,9.7529e-06,1.34291e-05
38.426,-1.5005e-07,8.71101e-06,-3.29052e-06,-1.11135e-05,1.68227e-06,-1.19202e-08,0.428537,9.75817e-06,1.34361e-05
38.446,-1.4993e-07,8.70127e-06,-3.29411e-06,-1.11592e-05,1.68875e-06,-1.19729e-08,0.432764,9.76343e-06,1.34432e-05
38.466,-1.50224e-07,8.70796e-06,-3.30208e-06,-1.12119e-05,1.69922e-06,-1.20163e-08,0.413697,9.76869e-06,1.34502e-05
38.486,-1.50523e-07,8.71463e-06,-3.31012e-06,-1.12647e-05,1.70956e-06,-1.20615e-08,0.407602,9.77395e-06,1.34573e-05
38.506,-1.7832e-07,8.10004e-06,-3.34582e-06,-1.26027e-05,1.91813e-06,-1.34823e-08,0.418051,9.77929e-06,1.34645e-05
38.526,-1.54041e-07,-6.1113e-06,-3.30366e-06,-1.08359e-05,1.67354e-06,-1.16792e-08,0.398458,9.7842e-06,1.34715e-05
38.546,-1.50392e-07,8.73733e-06,-3.28191e-06,-1.09989e-05,1.66811e-06,-1.17888e-08,0.331226,9.78946e-06,1.34785e-05
38.566,-1.51167e-07,8.76279e-06,-3.29672e-06,-1.1059e-05,1.68343e-06,-1.18318e-08,0.244124,9.79472e-06,1.34855e-05
38.586,-1.5186e-07,8.78481e-06,-3.31078e-06,-1.11132e-05,1.69734e-06,-1.18839e-08,0.171466,9.79998e-06,1.34926e-05
38.606,-1.52305e-07,8.7968e-06,-3.32227e-06,-1.11634e-05,1.70884e-06,-1.19422e-08,0.115362,9.80524e-06,1.34996e-05
38.626,-1.52604e-07,8.80301e-06,-3.33193e-06,-1.12123e-05,1.71894e-06,-1.19967e-08,0.0885518,9.8105e-06,1.35066e-05
38.646,-1.52718e-07,8.80223e-06,-3.33752e-06,-1.12634e-05,1.72727e-06,-1.20336e-08,0.124486,9.81576e-06,1.35137e-05
38.666,-1.80013e-07,8.1525e-06,-3.36487e-06,-1.26055e-05,1.92846e-06,-1.34638e-08,0.191033,9.82109e-06,1.35209e-05
38.686,-1.55628e-07,-6.17329e-06,-3.3262e-06,-1.08064e-05,1.68866e-06,-1.16187e-08,0.239837,9.82593e-06,1.3528e-05
38.706,-1.5605e-07,-6.19909e-06,-3.33071e-06,-1.08482e-05,1.69027e-06,-1.16528e-08,0.265893,9.83095e-06,1.35352e-05
38.726,-1.86979e-07,-6.31168e-06,-3.77873e-06,-1.31304e-05,2.05365e-06,-1.41145e-08,0.299964,9.83627e-06,1.35427e-05
38.746,1.48774e-07,-6.23471e-06,-3.23066e-06,-1.15047e-05,-1.37491e-06,-1.22105e-08,0.338641,9.84118e-06,1.35495e-05
38.766,1.50392e-07,8.65135e-06,-3.2734e-06,-1.09516e-05,-1.30059e-06,-1.17445e-08,0.376953,9.84621e-06,1.35566e-05
38.786,1.50144e-07,8.72813e-06,-3.27573e-06,-1.10295e-05,-1.30185e-06,-1.18339e-08,0.413207,9.85143e-06,1.35636e-05
38.806,1.49922e-07,8.71215e-06,-3.27757e-06,-1.10724e-05,-1.30139e-06,-1.18925e-08,0.44831,9.85665e-06,1.35705e-05
38.826,1.49844e-07,8.70149e-06,-3.28097e-06,-1.11173e-05,-1.30299e-06,-1.19459e-08,0.455095,9.86188e-06,1.35775e-05
38.846,1.50384e-07,8.71477e-06,-3.29063e-06,-1.11726e-05,-1.31257e-06,-1.19832e-08,0.408168,9.8671e-06,1.35845e-05
38.866,1.4682e-07,7.62459e-06,-3.18392e-06,-1.23564e-05,-1.30471e-06,-1.31899e-08,0.336472,9.87235e-06,1.35916e-05
38.886,-1.93102e-07,-5.84614e-06,-3.0954e-06,-1.16743e-05,-1.54724e-06,-1.24199e-08,0.28038,9.87753e-06,1.35986e-05
38.906,-1.95008e-07,-5.88514e-06,-3.12292e-06,-1.17129e-05,-1.54958e-06,-1.24611e-08,0.243289,9.88279e-06,1.36056e-05
38.926,1.59433e-07,5.92116e-06,-4.2576e-06,-1.35982e-05,-1.31438e-06,-1.45415e-08,0.207765,9.88877e-06,1.36135e-05
38.946,-1.88344e-07,7.22508e-06,-3.43909e-06,-1.24994e-05,1.97443e-06,-1.33544e-08,0.184417,9.89338e-06,1.362e-05
38.966,-1.71827e-07,6.51643e-06,-3.1548e-06,-1.17475e-05,1.7898e-06,-1.25234e-08,0.168806,9.89846e-06,1.3627e-05
38.986,-1.56e-07,-6.18436e-06,-3.32959e-06,-1.08802e-05,1.69578e-06,-1.16836e-08,0.150269,9.90341e-06,1.3634e-05
39.006,-1.68969e-07,-5.94683e-06,-3.09275e-06,-1.15972e-05,1.73813e-06,-1.23567e-08,0.127246,9.90866e-06,1.36411e-05
39.026,-1.5172e-07,8.70028e-06,-3.2967e-06,-1.09606e-05,1.67572e-06,-1.17374e-08,0.137024,9.91364e-06,1.36482e-05
39.046,-1.51789e-07,8.78892e-06,-3.30325e-06,-1.1041e-05,1.68554e-06,-1.18012e-08,0.205567,9.9189e-06,1.36552e-05
39.066,-1.51346e-07,8.76707e-06,-3.30115e-06,-1.10851e-05,1.68793e-06,-1.1846e-08,0.300463,9.92416e-06,1.36622e-05
39.086,-1.50711e-07,8.73726e-06,-3.2979e-06,-1.11239e-05,1.68874e-06,-1.19053e-08,0.378071,9.92943e-06,1.36692e-05
39.106,-1.50186e-07,8.71145e-06,-3.29678e-06,-1.11632e-05,1.69087e-06,-1.19684e-08,0.434687,9.93469e-06,1.36763e-05
39.126,-1.70023e-07,7.61174e-06,-3.20278e-06,-1.22732e-05,1.83028e-06,-1.31391e-08,0.467184,9.93999e-06,1.36834e-05
39.146,-1.53454e-07,-6.0883e-06,-3.29894e-06,-1.08507e-05,1.6696e-06,-1.17186e-08,0.445155,9.94494e-06,1.36905e-05
39.166,-1.4981e-07,8.71407e-06,-3.2755e-06,-1.09903e-05,1.66215e-06,-1.17999e-08,0.395884,9.9502e-06,1.36975e-05
39.186,-1.50296e-07,8.72837e-06,-3.28618e-06,-1.10472e-05,1.67443e-06,-1.18381e-08,0.361848,9.95546e-06,1.37045e-05
39.206,-1.66859e-07,-5.87174e-06,-3.06216e-06,-1.15711e-05,1.72019e-06,-1.23247e-08,0.3474,9.96071e-06,1.37115e-05
39.226,-1.54787e-07,-6.1391e-06,-3.31247e-06,-1.08657e-05,1.6834e-06,-1.16778e-08,0.30664,9.96569e-06,1.37186e-05
